"rank" "feature_density_pos" "weighted_feature_density_pos" 
0.24441 0.3319 0.3319
0.24467 0.3319 0.3319
0.24494 0.3319 0.3319
0.24520 0.3319 0.3319
0.24546 0.3319 0.3319
0.24572 0.3319 0.3319
0.24599 0.3317 0.3317
0.24625 0.3319 0.3319
0.24651 0.3319 0.3319
0.24678 0.3319 0.3319
0.24704 0.3319 0.3319
0.24730 0.3319 0.3319
0.24757 0.3319 0.3319
0.24783 0.3319 0.3319
0.24809 0.3319 0.3319
0.24836 0.3319 0.3319
0.24862 0.3319 0.3319
0.24888 0.3319 0.3319
0.24914 0.3317 0.3317
0.24941 0.3319 0.3319
0.24967 0.3319 0.3319
0.24993 0.3319 0.3319
0.25020 0.3319 0.3319
0.25046 0.3319 0.3319
0.25072 0.3319 0.3319
0.25099 0.3319 0.3319
0.25125 0.3319 0.3319
0.25151 0.3319 0.3319
0.25178 0.3319 0.3319
0.25204 0.3317 0.3317
0.25230 0.3319 0.3319
0.25257 0.3319 0.3319
0.25283 0.3319 0.3319
0.25309 0.3319 0.3319
0.25335 0.3319 0.3319
0.25362 0.3319 0.3319
0.25388 0.3319 0.3319
0.25414 0.3319 0.3319
0.25441 0.3319 0.3319
0.25467 0.3319 0.3319
0.25493 0.3317 0.3317
0.25520 0.3319 0.3319
0.25546 0.3319 0.3319
0.25572 0.3319 0.3319
0.25599 0.3319 0.3319
0.25625 0.3319 0.3319
0.25651 0.3319 0.3319
0.25677 0.3319 0.3319
0.25704 0.3319 0.3319
0.25730 0.3319 0.3319
0.25756 0.3319 0.3319
0.25783 0.3317 0.3317
0.25809 0.3319 0.3319
0.25835 0.3319 0.3319
0.25862 0.3319 0.3319
0.25888 0.3319 0.3319
0.25914 0.3319 0.3319
0.25941 0.3319 0.3319
0.25967 0.3319 0.3319
0.25993 0.3319 0.3319
0.26019 0.3319 0.3319
0.26046 0.3319 0.3319
0.26072 0.3317 0.3317
0.26098 0.3319 0.3319
0.26125 0.3319 0.3319
0.26151 0.3319 0.3319
0.26177 0.3319 0.3319
0.26204 0.3319 0.3319
0.26230 0.3319 0.3319
0.26256 0.3319 0.3319
0.26283 0.3319 0.3319
0.26309 0.3319 0.3319
0.26335 0.3319 0.3319
0.26361 0.3317 0.3317
0.26388 0.3319 0.3319
0.26414 0.3319 0.3319
0.26440 0.3319 0.3319
0.26467 0.3319 0.3319
0.26493 0.3319 0.3319
0.26519 0.3319 0.3319
0.26546 0.3319 0.3319
0.26572 0.3319 0.3319
0.26598 0.3319 0.3319
0.26625 0.3319 0.3319
0.26651 0.3317 0.3317
0.26677 0.3319 0.3319
0.26703 0.3319 0.3319
0.26730 0.3319 0.3319
0.26756 0.3319 0.3319
0.26782 0.3319 0.3319
0.26809 0.3319 0.3319
0.26835 0.3319 0.3319
0.26861 0.3319 0.3319
0.26888 0.3319 0.3319
0.26914 0.3319 0.3319
0.26940 0.3317 0.3317
0.26967 0.3319 0.3319
0.26993 0.3319 0.3319
0.27019 0.3319 0.3319
0.27046 0.3319 0.3319
0.27072 0.3319 0.3319
0.27098 0.3319 0.3319
0.27124 0.3319 0.3319
0.27151 0.3319 0.3319
0.27177 0.3319 0.3319
0.27203 0.3319 0.3319
0.27230 0.3317 0.3317
0.27256 0.3319 0.3319
0.27282 0.3319 0.3319
0.27309 0.3319 0.3319
0.27335 0.3319 0.3319
0.27361 0.3319 0.3319
0.27388 0.3319 0.3319
0.27414 0.3319 0.3319
0.27440 0.3319 0.3319
0.27466 0.3319 0.3319
0.27493 0.3319 0.3319
0.27519 0.3317 0.3317
0.27545 0.3319 0.3319
0.27572 0.3319 0.3319
0.27598 0.3319 0.3319
0.27624 0.3319 0.3319
0.27651 0.3319 0.3319
0.27677 0.3319 0.3319
0.27703 0.4851 0.4851
0.27730 0.4850 0.4850
0.27756 0.4850 0.4850
0.27782 0.4850 0.4850
0.27808 0.4850 0.4850
0.27835 0.4851 0.4851
0.27861 0.4850 0.4850
0.27887 0.4850 0.4850
0.27914 0.4850 0.4850
0.27940 0.4850 0.4850
0.27966 0.4851 0.4851
0.27993 0.4850 0.4850
0.28019 0.4850 0.4850
0.28045 0.4850 0.4850
0.28072 0.4850 0.4850
0.28098 0.4851 0.4851
0.28124 0.4850 0.4850
0.28150 0.4850 0.4850
0.28177 0.4850 0.4850
0.28203 0.4850 0.4850
0.28229 0.4851 0.4851
0.28256 0.4850 0.4850
0.28282 0.4850 0.4850
0.28308 0.4850 0.4850
0.28335 0.4851 0.4851
0.28361 0.4850 0.4850
0.28387 0.4853 0.4853
0.28414 0.4850 0.4850
0.28440 0.4850 0.4850
0.28466 0.4851 0.4851
0.28493 0.4850 0.4850
0.28519 0.4850 0.4850
0.28545 0.4850 0.4850
0.28571 0.4850 0.4850
0.28598 0.4851 0.4851
0.28624 0.4850 0.4850
0.28650 0.4850 0.4850
0.28677 0.4850 0.4850
0.28703 0.4850 0.4850
0.28729 0.4851 0.4851
0.28756 0.4850 0.4850
0.28782 0.4850 0.4850
0.28808 0.4850 0.4850
0.28835 0.4851 0.4851
0.28861 0.4850 0.4850
0.28887 0.4850 0.4850
0.28913 0.4850 0.4850
0.28940 0.4850 0.4850
0.28966 0.4851 0.4851
0.28992 0.4850 0.4850
0.29019 0.4850 0.4850
0.29045 0.4850 0.4850
0.29071 0.4850 0.4850
0.29098 0.4851 0.4851
0.29124 0.4850 0.4850
0.29150 0.4850 0.4850
0.29177 0.4850 0.4850
0.29203 0.4850 0.4850
0.29229 0.4851 0.4851
0.29255 0.4850 0.4850
0.29282 0.4850 0.4850
0.29308 0.4850 0.4850
0.29334 0.4851 0.4851
0.29361 0.4850 0.4850
0.29387 0.4850 0.4850
0.29413 0.4850 0.4850
0.29440 0.4850 0.4850
0.29466 0.4851 0.4851
0.29492 0.4850 0.4850
0.29519 0.4850 0.4850
0.29545 0.4850 0.4850
0.29571 0.4853 0.4853
0.29597 0.4851 0.4851
0.29624 0.4850 0.4850
0.29650 0.4850 0.4850
0.29676 0.4850 0.4850
0.29703 0.4850 0.4850
0.29729 0.4851 0.4851
0.29755 0.4850 0.4850
0.29782 0.4850 0.4850
0.29808 0.4850 0.4850
0.29834 0.4850 0.4850
0.29861 0.4851 0.4851
0.29887 0.4850 0.4850
0.29913 0.4850 0.4850
0.29939 0.4850 0.4850
0.29966 0.4851 0.4851
0.29992 0.4850 0.4850
0.30018 0.4850 0.4850
0.30045 0.4850 0.4850
0.30071 0.4850 0.4850
0.30097 0.4851 0.4851
0.30124 0.4850 0.4850
0.30150 0.4850 0.4850
0.30176 0.4850 0.4850
0.30203 0.4850 0.4850
0.30229 0.4851 0.4851
0.30255 0.4850 0.4850
0.30282 0.4850 0.4850
0.30308 0.4850 0.4850
0.30334 0.4850 0.4850
0.30360 0.4851 0.4851
0.30387 0.4850 0.4850
0.30413 0.4850 0.4850
0.30439 0.4850 0.4850
0.30466 0.4851 0.4851
0.30492 0.4850 0.4850
0.30518 0.4850 0.4850
0.30545 0.4850 0.4850
0.30571 0.4850 0.4850
0.30597 0.4851 0.4851
0.30624 0.4850 0.4850
0.30650 0.4850 0.4850
0.30676 0.4850 0.4850
0.30702 0.4850 0.4850
0.30729 0.4851 0.4851
0.30755 0.4850 0.4850
0.30781 0.4853 0.4853
0.30808 0.4850 0.4850
0.30834 0.4850 0.4850
0.30860 0.4851 0.4851
0.30887 0.4850 0.4850
0.30913 0.4850 0.4850
0.30939 0.4850 0.4850
0.30966 0.4850 0.4850
0.30992 0.4851 0.4851
0.31018 0.4850 0.4850
0.31044 0.4850 0.4850
0.31071 0.4850 0.4850
0.31097 0.4851 0.4851
0.31123 0.4850 0.4850
0.31150 0.4850 0.4850
0.31176 0.4850 0.4850
0.31202 0.4850 0.4850
0.31229 0.4851 0.4851
0.31255 0.4850 0.4850
0.31281 0.4850 0.4850
0.31308 0.4850 0.4850
0.31334 0.4850 0.4850
0.31360 0.4851 0.4851
0.31386 0.4850 0.4850
0.31413 0.4850 0.4850
0.31439 0.4850 0.4850
0.31465 0.4850 0.4850
0.31492 0.4851 0.4851
0.31518 0.4850 0.4850
0.31544 0.4850 0.4850
0.31571 0.4850 0.4850
0.31597 0.4851 0.4851
0.31623 0.4850 0.4850
0.31650 0.4850 0.4850
0.31676 0.4850 0.4850
0.31702 0.4850 0.4850
0.31728 0.4851 0.4851
0.31755 0.4850 0.4850
0.31781 0.4850 0.4850
0.31807 0.4850 0.4850
0.31834 0.4850 0.4850
0.31860 0.4851 0.4851
0.31886 0.4850 0.4850
0.31913 0.4850 0.4850
0.31939 0.4850 0.4850
0.31965 0.4850 0.4850
0.31992 0.4853 0.4853
0.32018 0.4850 0.4850
0.32044 0.4850 0.4850
0.32071 0.4850 0.4850
0.32097 0.4850 0.4850
0.32123 0.4851 0.4851
0.32149 0.4850 0.4850
0.32176 0.4850 0.4850
0.32202 0.4850 0.4850
0.32228 0.4851 0.4851
0.32255 0.4850 0.4850
0.32281 0.4850 0.4850
0.32307 0.4850 0.4850
0.32334 0.4850 0.4850
0.32360 0.4851 0.4851
0.32386 0.4850 0.4850
0.32413 0.4850 0.4850
0.32439 0.4850 0.4850
0.32465 0.4850 0.4850
0.32491 0.4851 0.4851
0.32518 0.4850 0.4850
0.32544 0.4850 0.4850
0.32570 0.4850 0.4850
0.32597 0.4850 0.4850
0.32623 0.4851 0.4851
0.32649 0.4850 0.4850
0.32676 0.4850 0.4850
0.32702 0.4850 0.4850
0.32728 0.4851 0.4851
0.32755 0.4850 0.4850
0.32781 0.4850 0.4850
0.32807 0.4850 0.4850
0.32833 0.4850 0.4850
0.32860 0.4851 0.4851
0.32886 0.4850 0.4850
0.32912 0.4850 0.4850
0.32939 0.4850 0.4850
0.32965 0.4850 0.4850
0.32991 0.4851 0.4851
0.33018 0.4850 0.4850
0.33044 0.4850 0.4850
0.33070 0.4850 0.4850
0.33097 0.4850 0.4850
0.33123 0.4851 0.4851
0.33149 0.4850 0.4850
0.33175 0.4850 0.4850
0.33202 0.4853 0.4853
0.33228 0.4850 0.4850
0.33254 0.4851 0.4851
0.33281 0.4850 0.4850
0.33307 0.4850 0.4850
0.33333 0.4850 0.4850
0.33360 0.4851 0.4851
0.33386 0.4850 0.4850
0.33412 0.4850 0.4850
0.33439 0.4850 0.4850
0.33465 0.4850 0.4850
0.33491 0.4851 0.4851
0.33517 0.4850 0.4850
0.33544 0.4850 0.4850
0.33570 0.4850 0.4850
0.33596 0.4850 0.4850
0.33623 0.4851 0.4851
0.33649 0.4850 0.4850
0.33675 0.4850 0.4850
0.33702 0.4850 0.4850
0.33728 0.4850 0.4850
0.33754 0.4851 0.4851
0.33781 0.4850 0.4850
0.33807 0.4850 0.4850
0.33833 0.4850 0.4850
0.33860 0.4851 0.4851
0.33886 0.4850 0.4850
0.33912 0.4850 0.4850
0.33938 0.4850 0.4850
0.33965 0.4850 0.4850
0.33991 0.4851 0.4851
0.34017 0.4850 0.4850
0.34044 0.4850 0.4850
0.34070 0.4850 0.4850
0.34096 0.4850 0.4850
0.34123 0.4851 0.4851
0.34149 0.4850 0.4850
0.34175 0.4850 0.4850
0.34202 0.4850 0.4850
0.34228 0.4850 0.4850
0.34254 0.4851 0.4851
0.34280 0.4850 0.4850
0.34307 0.4850 0.4850
0.34333 0.4850 0.4850
0.34359 0.4851 0.4851
0.34386 0.4850 0.4850
0.34412 0.4853 0.4853
0.34438 0.4850 0.4850
0.34465 0.4850 0.4850
0.34491 0.4851 0.4851
0.34517 0.4850 0.4850
0.34544 0.4850 0.4850
0.34570 0.4850 0.4850
0.34596 0.4850 0.4850
0.34622 0.4851 0.4851
0.34649 0.4850 0.4850
0.34675 0.4850 0.4850
0.34701 0.4850 0.4850
0.34728 0.4850 0.4850
0.34754 0.4851 0.4851
0.34780 0.4850 0.4850
0.34807 0.4850 0.4850
0.34833 0.4850 0.4850
0.34859 0.4850 0.4850
0.34886 0.4851 0.4851
0.34912 0.4850 0.4850
0.34938 0.4850 0.4850
0.34964 0.4850 0.4850
0.34991 0.4851 0.4851
0.35017 0.4850 0.4850
0.35043 0.4850 0.4850
0.35070 0.4850 0.4850
0.35096 0.4850 0.4850
0.35122 0.4851 0.4851
0.35149 0.4850 0.4850
0.35175 0.4850 0.4850
0.35201 0.4850 0.4850
0.35228 0.4850 0.4850
0.35254 0.4851 0.4851
0.35280 0.4850 0.4850
0.35306 0.4850 0.4850
0.35333 0.4850 0.4850
0.35359 0.4850 0.4850
0.35385 0.4851 0.4851
0.35412 0.4850 0.4850
0.35438 0.4850 0.4850
0.35464 0.4850 0.4850
0.35491 0.4851 0.4851
0.35517 0.4850 0.4850
0.35543 0.4850 0.4850
0.35570 0.4850 0.4850
0.35596 0.4850 0.4850
0.35622 0.4853 0.4853
0.35649 0.4850 0.4850
0.35675 0.4850 0.4850
0.35701 0.4850 0.4850
0.35727 0.6509 0.6509
0.35754 0.6512 0.6512
0.35780 0.6509 0.6509
0.35806 0.6509 0.6509
0.35833 0.6511 0.6511
0.35859 0.6509 0.6509
0.35885 0.6512 0.6512
0.35912 0.6509 0.6509
0.35938 0.6511 0.6511
0.35964 0.6509 0.6509
0.35991 0.6511 0.6511
0.36017 0.6510 0.6510
0.36043 0.6511 0.6511
0.36069 0.6509 0.6509
0.36096 0.6511 0.6511
0.36122 0.6510 0.6510
0.36148 0.6511 0.6511
0.36175 0.6509 0.6509
0.36201 0.6511 0.6511
0.36227 0.6509 0.6509
0.36254 0.6512 0.6512
0.36280 0.6509 0.6509
0.36306 0.6511 0.6511
0.36333 0.6509 0.6509
0.36359 0.6511 0.6511
0.36385 0.6510 0.6510
0.36411 0.6509 0.6509
0.36438 0.6511 0.6511
0.36464 0.6509 0.6509
0.36490 0.6511 0.6511
0.36517 0.6510 0.6510
0.36543 0.6511 0.6511
0.36569 0.6509 0.6509
0.36596 0.6511 0.6511
0.36622 0.6510 0.6510
0.36648 0.6511 0.6511
0.36675 0.6509 0.6509
0.36701 0.6511 0.6511
0.36727 0.6509 0.6509
0.36753 0.6512 0.6512
0.36780 0.6509 0.6509
0.36806 0.6511 0.6511
0.36832 0.6509 0.6509
0.36859 0.6511 0.6511
0.36885 0.6510 0.6510
0.36911 0.6511 0.6511
0.36938 0.6509 0.6509
0.36964 0.6509 0.6509
0.36990 0.6511 0.6511
0.37017 0.6510 0.6510
0.37043 0.6511 0.6511
0.37069 0.6509 0.6509
0.37096 0.6511 0.6511
0.37122 0.6509 0.6509
0.37148 0.6512 0.6512
0.37174 0.6509 0.6509
0.37201 0.6511 0.6511
0.37227 0.6509 0.6509
0.37253 0.6512 0.6512
0.37280 0.6509 0.6509
0.37306 0.6511 0.6511
0.37332 0.6509 0.6509
0.37359 0.6511 0.6511
0.37385 0.6510 0.6510
0.37411 0.6511 0.6511
0.37438 0.6509 0.6509
0.37464 0.6511 0.6511
0.37490 0.6509 0.6509
0.37516 0.6510 0.6510
0.37543 0.6511 0.6511
0.37569 0.6509 0.6509
0.37595 0.6511 0.6511
0.37622 0.6509 0.6509
0.37648 0.6512 0.6512
0.37674 0.6509 0.6509
0.37701 0.6511 0.6511
0.37727 0.6509 0.6509
0.37753 0.6512 0.6512
0.37780 0.6509 0.6509
0.37806 0.6511 0.6511
0.37832 0.6509 0.6509
0.37858 0.6511 0.6511
0.37885 0.6510 0.6510
0.37911 0.6511 0.6511
0.37937 0.6509 0.6509
0.37964 0.6511 0.6511
0.37990 0.6509 0.6509
0.38016 0.6512 0.6512
0.38043 0.6509 0.6509
0.38069 0.6509 0.6509
0.38095 0.6511 0.6511
0.38122 0.6509 0.6509
0.38148 0.6512 0.6512
0.38174 0.6509 0.6509
0.38200 0.6511 0.6511
0.38227 0.6509 0.6509
0.38253 0.6511 0.6511
0.38279 0.6510 0.6510
0.38306 0.6511 0.6511
0.38332 0.6509 0.6509
0.38358 0.6511 0.6511
0.38385 0.6510 0.6510
0.38411 0.6511 0.6511
0.38437 0.6509 0.6509
0.38464 0.6511 0.6511
0.38490 0.6509 0.6509
0.38516 0.6512 0.6512
0.38542 0.6509 0.6509
0.38569 0.6511 0.6511
0.38595 0.6509 0.6509
0.38621 0.6509 0.6509
0.38648 0.6512 0.6512
0.38674 0.6509 0.6509
0.38700 0.6511 0.6511
0.38727 0.6509 0.6509
0.38753 0.6511 0.6511
0.38779 0.6510 0.6510
0.38806 0.6511 0.6511
0.38832 0.6509 0.6509
0.38858 0.6511 0.6511
0.38885 0.6510 0.6510
0.38911 0.6511 0.6511
0.38937 0.6509 0.6509
0.38963 0.6511 0.6511
0.38990 0.6509 0.6509
0.39016 0.6512 0.6512
0.39042 0.6509 0.6509
0.39069 0.6511 0.6511
0.39095 0.6509 0.6509
0.39121 0.6511 0.6511
0.39148 0.6510 0.6510
0.39174 0.6511 0.6511
0.39200 0.6509 0.6509
0.39227 0.6509 0.6509
0.39253 0.6511 0.6511
0.39279 0.6510 0.6510
0.39305 0.6511 0.6511
0.39332 0.6509 0.6509
0.39358 0.6511 0.6511
0.39384 0.6509 0.6509
0.39411 0.6512 0.6512
0.39437 0.6509 0.6509
0.39463 0.6511 0.6511
0.39490 0.6509 0.6509
0.39516 0.6512 0.6512
0.39542 0.6509 0.6509
0.39569 0.6511 0.6511
0.39595 0.6509 0.6509
0.39621 0.6511 0.6511
0.39647 0.6510 0.6510
0.39674 0.6511 0.6511
0.39700 0.6509 0.6509
0.39726 0.6511 0.6511
0.39753 0.6509 0.6509
0.39779 0.6510 0.6510
0.39805 0.6511 0.6511
0.39832 0.6509 0.6509
0.39858 0.6511 0.6511
0.39884 0.6509 0.6509
0.39911 0.6512 0.6512
0.39937 0.6509 0.6509
0.39963 0.6511 0.6511
0.39989 0.6509 0.6509
0.40016 0.6512 0.6512
0.40042 0.6509 0.6509
0.40068 0.6511 0.6511
0.40095 0.6509 0.6509
0.40121 0.6511 0.6511
0.40147 0.6510 0.6510
0.40174 0.6511 0.6511
0.40200 0.6509 0.6509
0.40226 0.6511 0.6511
0.40253 0.6509 0.6509
0.40279 0.6512 0.6512
0.40305 0.6509 0.6509
0.40331 0.6509 0.6509
0.40358 0.6511 0.6511
0.40384 0.6509 0.6509
0.40410 0.6512 0.6512
0.40437 0.6509 0.6509
0.40463 0.6511 0.6511
0.40489 0.6509 0.6509
0.40516 0.6512 0.6512
0.40542 0.6509 0.6509
0.40568 0.6511 0.6511
0.40595 0.6509 0.6509
0.40621 0.6511 0.6511
0.40647 0.6510 0.6510
0.40674 0.6511 0.6511
0.40700 0.6509 0.6509
0.40726 0.6511 0.6511
0.40752 0.6509 0.6509
0.40779 0.6512 0.6512
0.40805 0.6509 0.6509
0.40831 0.6511 0.6511
0.40858 0.6509 0.6509
0.40884 0.6509 0.6509
0.40910 0.6512 0.6512
0.40937 0.6509 0.6509
0.40963 0.6511 0.6511
0.40989 0.6509 0.6509
0.41016 0.6511 0.6511
0.41042 0.6510 0.6510
0.41068 0.6511 0.6511
0.41094 0.6509 0.6509
0.41121 0.6511 0.6511
0.41147 0.6510 0.6510
0.41173 0.6511 0.6511
0.41200 0.6509 0.6509
0.41226 0.6511 0.6511
0.41252 0.6509 0.6509
0.41279 0.6512 0.6512
0.41305 0.6509 0.6509
0.41331 0.6511 0.6511
0.41358 0.6509 0.6509
0.41384 0.6511 0.6511
0.41410 0.6510 0.6510
0.41436 0.6509 0.6509
0.41463 0.6511 0.6511
0.41489 0.6509 0.6509
0.41515 0.6511 0.6511
0.41542 0.6510 0.6510
0.41568 0.6511 0.6511
0.41594 0.6509 0.6509
0.41621 0.6511 0.6511
0.41647 0.6510 0.6510
0.41673 0.6511 0.6511
0.41700 0.6509 0.6509
0.41726 0.6511 0.6511
0.41752 0.6509 0.6509
0.41778 0.6512 0.6512
0.41805 0.6509 0.6509
0.41831 0.6511 0.6511
0.41857 0.6509 0.6509
0.41884 0.6511 0.6511
0.41910 0.6510 0.6510
0.41936 0.6511 0.6511
0.41963 0.6509 0.6509
0.41989 0.6511 0.6511
0.42015 0.6509 0.6509
0.42042 0.6510 0.6510
0.42068 0.6511 0.6511
0.42094 0.6509 0.6509
0.42120 0.6511 0.6511
0.42147 0.6509 0.6509
0.42173 0.6512 0.6512
0.42199 0.6509 0.6509
0.42226 0.6511 0.6511
0.42252 0.6509 0.6509
0.42278 0.6512 0.6512
0.42305 0.6509 0.6509
0.42331 0.6511 0.6511
0.42357 0.6509 0.6509
0.42384 0.6511 0.6511
0.42410 0.6510 0.6510
0.42436 0.6511 0.6511
0.42463 0.6509 0.6509
0.42489 0.6511 0.6511
0.42515 0.6509 0.6509
0.42541 0.6512 0.6512
0.42568 0.6509 0.6509
0.42594 0.6509 0.6509
0.42620 0.6511 0.6511
0.42647 0.6509 0.6509
0.42673 0.6512 0.6512
0.42699 0.6509 0.6509
0.42726 0.6511 0.6511
0.42752 0.6509 0.6509
0.42778 0.6512 0.6512
0.42805 0.6509 0.6509
0.42831 0.6511 0.6511
0.42857 0.6509 0.6509
0.42883 0.6511 0.6511
0.42910 0.6510 0.6510
0.42936 0.6511 0.6511
0.42962 0.6509 0.6509
0.42989 0.6511 0.6511
0.43015 0.6509 0.6509
0.43041 0.8170 0.8170
0.43068 0.8169 0.8169
0.43094 0.8169 0.8169
0.43120 0.8169 0.8169
0.43147 0.8169 0.8169
0.43173 0.8170 0.8170
0.43199 0.8169 0.8169
0.43225 0.8169 0.8169
0.43252 0.8167 0.8167
0.43278 0.8169 0.8169
0.43304 0.8170 0.8170
0.43331 0.8169 0.8169
0.43357 0.8169 0.8169
0.43383 0.8169 0.8169
0.43410 0.8170 0.8170
0.43436 0.8169 0.8169
0.43462 0.8169 0.8169
0.43489 0.8169 0.8169
0.43515 0.8169 0.8169
0.43541 0.8170 0.8170
0.43567 0.8169 0.8169
0.43594 0.8169 0.8169
0.43620 0.8169 0.8169
0.43646 0.8167 0.8167
0.43673 0.8170 0.8170
0.43699 0.8169 0.8169
0.43725 0.8169 0.8169
0.43752 0.8169 0.8169
0.43778 0.8169 0.8169
0.43804 0.8170 0.8170
0.43831 0.8169 0.8169
0.43857 0.8169 0.8169
0.43883 0.8169 0.8169
0.43909 0.8170 0.8170
0.43936 0.8169 0.8169
0.43962 0.8169 0.8169
0.43988 0.8169 0.8169
0.44015 0.8167 0.8167
0.44041 0.8170 0.8170
0.44067 0.8169 0.8169
0.44094 0.8169 0.8169
0.44120 0.8169 0.8169
0.44146 0.8169 0.8169
0.44173 0.8170 0.8170
0.44199 0.8169 0.8169
0.44225 0.8169 0.8169
0.44252 0.8169 0.8169
0.44278 0.8169 0.8169
0.44304 0.8170 0.8170
0.44330 0.8169 0.8169
0.44357 0.8169 0.8169
0.44383 0.8169 0.8169
0.44409 0.8167 0.8167
0.44436 0.8170 0.8170
0.44462 0.8169 0.8169
0.44488 0.8169 0.8169
0.44515 0.8169 0.8169
0.44541 0.8170 0.8170
0.44567 0.8169 0.8169
0.44594 0.8169 0.8169
0.44620 0.8169 0.8169
0.44646 0.8169 0.8169
0.44672 0.8170 0.8170
0.44699 0.8169 0.8169
0.44725 0.8169 0.8169
0.44751 0.8169 0.8169
0.44778 0.8169 0.8169
0.44804 0.8168 0.8168
0.44830 0.8169 0.8169
0.44857 0.8169 0.8169
0.44883 0.8169 0.8169
0.44909 0.8169 0.8169
0.44936 0.8170 0.8170
0.44962 0.8169 0.8169
0.44988 0.8169 0.8169
0.45014 0.8169 0.8169
0.45041 0.8170 0.8170
0.45067 0.8169 0.8169
0.45093 0.8169 0.8169
0.45120 0.8169 0.8169
0.45146 0.8169 0.8169
0.45172 0.8168 0.8168
0.45199 0.8169 0.8169
0.45225 0.8169 0.8169
0.45251 0.8169 0.8169
0.45278 0.8169 0.8169
0.45304 0.8170 0.8170
0.45330 0.8169 0.8169
0.45356 0.8169 0.8169
0.45383 0.8169 0.8169
0.45409 0.8169 0.8169
0.45435 0.8170 0.8170
0.45462 0.8169 0.8169
0.45488 0.8169 0.8169
0.45514 0.8169 0.8169
0.45541 0.8170 0.8170
0.45567 0.8167 0.8167
0.45593 0.8169 0.8169
0.45620 0.8169 0.8169
0.45646 0.8169 0.8169
0.45672 0.8170 0.8170
0.45698 0.8169 0.8169
0.45725 0.8169 0.8169
0.45751 0.8169 0.8169
0.45777 0.8169 0.8169
0.45804 0.8170 0.8170
0.45830 0.8169 0.8169
0.45856 0.8169 0.8169
0.45883 0.8169 0.8169
0.45909 0.8169 0.8169
0.45935 0.8168 0.8168
0.45962 0.8169 0.8169
0.45988 0.8169 0.8169
0.46014 0.8169 0.8169
0.46041 0.8169 0.8169
0.46067 0.8170 0.8170
0.46093 0.8169 0.8169
0.46119 0.8169 0.8169
0.46146 0.8169 0.8169
0.46172 0.8170 0.8170
0.46198 0.8169 0.8169
0.46225 0.8169 0.8169
0.46251 0.8169 0.8169
0.46277 0.8169 0.8169
0.46304 0.8170 0.8170
0.46330 0.8167 0.8167
0.46356 0.8169 0.8169
0.46383 0.8169 0.8169
0.46409 0.8169 0.8169
0.46435 0.8170 0.8170
0.46461 0.8169 0.8169
0.46488 0.8169 0.8169
0.46514 0.8169 0.8169
0.46540 0.8169 0.8169
0.46567 0.8170 0.8170
0.46593 0.8169 0.8169
0.46619 0.8169 0.8169
0.46646 0.8169 0.8169
0.46672 0.8170 0.8170
0.46698 0.8169 0.8169
0.46725 0.8167 0.8167
0.46751 0.8169 0.8169
0.46777 0.8169 0.8169
0.46803 0.8170 0.8170
0.46830 0.8169 0.8169
0.46856 0.8169 0.8169
0.46882 0.8169 0.8169
0.46909 0.8169 0.8169
0.46935 0.8170 0.8170
0.46961 0.8169 0.8169
0.46988 0.8169 0.8169
0.47014 0.8169 0.8169
0.47040 0.8169 0.8169
0.47067 0.8170 0.8170
0.47093 0.8167 0.8167
0.47119 0.8169 0.8169
0.47145 0.8169 0.8169
0.47172 0.8169 0.8169
0.47198 0.8170 0.8170
0.47224 0.8169 0.8169
0.47251 0.8169 0.8169
0.47277 0.8169 0.8169
0.47303 0.8170 0.8170
0.47330 0.8169 0.8169
0.47356 0.8169 0.8169
0.47382 0.8169 0.8169
0.47409 0.8169 0.8169
0.47435 0.8170 0.8170
0.47461 0.8169 0.8169
0.47488 0.8167 0.8167
0.47514 0.8169 0.8169
0.47540 0.8169 0.8169
0.47566 0.8170 0.8170
0.47593 0.8169 0.8169
0.47619 0.8169 0.8169
0.47645 0.8169 0.8169
0.47672 0.8169 0.8169
0.47698 0.8170 0.8170
0.47724 0.8169 0.8169
0.47751 0.8169 0.8169
0.47777 0.8169 0.8169
0.47803 0.8170 0.8170
0.47830 0.8169 0.8169
0.47856 0.8167 0.8167
0.47882 0.8169 0.8169
0.47908 0.8169 0.8169
0.47935 0.8170 0.8170
0.47961 0.8169 0.8169
0.47987 0.8169 0.8169
0.48014 0.8169 0.8169
0.48040 0.8169 0.8169
0.48066 0.8170 0.8170
0.48093 0.8169 0.8169
0.48119 0.8169 0.8169
0.48145 0.8169 0.8169
0.48172 0.8169 0.8169
0.48198 0.8170 0.8170
0.48224 0.8169 0.8169
0.48250 0.8167 0.8167
0.48277 0.8169 0.8169
0.48303 0.8169 0.8169
0.48329 0.8170 0.8170
0.48356 0.8169 0.8169
0.48382 0.8169 0.8169
0.48408 0.8169 0.8169
0.48435 0.8170 0.8170
0.48461 0.8169 0.8169
0.48487 0.8169 0.8169
0.48514 0.8169 0.8169
0.48540 0.8169 0.8169
0.48566 0.8170 0.8170
0.48592 0.8169 0.8169
0.48619 0.8167 0.8167
0.48645 0.8169 0.8169
0.48671 0.8169 0.8169
0.48698 0.8170 0.8170
0.48724 0.8169 0.8169
0.48750 0.8169 0.8169
0.48777 0.8169 0.8169
0.48803 0.8169 0.8169
0.48829 0.8170 0.8170
0.48856 0.8169 0.8169
0.48882 0.8169 0.8169
0.48908 0.8169 0.8169
